,open,high,low,close,adjclose,volume,ticker
2002-07-24,37.155555725097656,37.502220153808594,37.11111068725586,37.168888092041016,28.394433975219727,1839717.0,LT.NS
2002-07-25,37.88888931274414,37.88888931274414,36.133331298828125,36.43555450439453,27.834217071533203,9698058.0,LT.NS
2002-07-26,36.31111145019531,36.71110916137695,36.11111068725586,36.266666412353516,27.7051944732666,2582338.0,LT.NS
2002-07-29,36.42222213745117,36.65777587890625,35.57777786254883,35.86666488647461,27.399620056152344,1608246.0,LT.NS
2002-07-30,36.44444274902344,36.44444274902344,35.11111068725586,35.36888885498047,27.01935386657715,1532263.0,LT.NS
2002-07-31,34.911109924316406,35.5555534362793,34.72444534301758,35.279998779296875,26.951448440551758,1588950.0,LT.NS
2002-08-01,34.88888931274414,35.488887786865234,34.88888931274414,34.9555549621582,26.703598022460938,939127.0,LT.NS
2002-08-02,34.77777862548828,35.266666412353516,34.44444274902344,35.155555725097656,26.85638427734375,1121058.0,LT.NS
2002-08-05,35.33333206176758,36.64444351196289,35.33333206176758,36.44444274902344,27.841001510620117,1788777.0,LT.NS
2002-08-06,36.20000076293945,36.42222213745117,35.57777786254883,36.25777816772461,27.698406219482422,968539.0,LT.NS
2002-08-07,36.64444351196289,36.64444351196289,36.266666412353516,36.35555648803711,27.77309799194336,884349.0,LT.NS
2002-08-08,36.44444274902344,37.46666717529297,36.33333206176758,36.43555450439453,27.834217071533203,2182081.0,LT.NS
2002-08-09,36.44444274902344,37.71110916137695,36.42222213745117,36.86666488647461,28.16355323791504,3620929.0,LT.NS
2002-08-12,37.0444450378418,37.64444351196289,36.746665954589844,37.06666564941406,28.31633758544922,2180412.0,LT.NS
2002-08-13,37.08888626098633,37.400001525878906,36.83555603027344,37.10222244262695,28.34349822998047,844686.0,LT.NS
2002-08-14,37.11111068725586,37.44444274902344,36.9466667175293,37.266666412353516,28.469125747680664,893839.0,LT.NS
2002-08-15,37.266666412353516,37.266666412353516,37.266666412353516,37.266666412353516,28.469125747680664,0.0,LT.NS
2002-08-16,37.43555450439453,38.22222137451172,37.33333206176758,37.911109924316406,28.96143913269043,2908156.0,LT.NS
2002-08-19,38.502220153808594,38.622222900390625,37.911109924316406,38.11111068725586,29.114219665527344,4380849.0,LT.NS
2002-08-20,38.22222137451172,38.42222213745117,38.06666564941406,38.34666442871094,29.29416847229004,1884010.0,LT.NS
2002-08-21,38.0,38.911109924316406,37.79999923706055,38.76888656616211,29.616714477539062,3296326.0,LT.NS
2002-08-22,39.06666564941406,39.22222137451172,38.82222366333008,39.133331298828125,29.8951358795166,4005877.0,LT.NS
2002-08-23,39.54666519165039,40.11111068725586,39.03555679321289,39.93333435058594,30.506275177001953,6834802.0,LT.NS
2002-08-26,40.12444305419922,41.43555450439453,40.12444305419922,41.057777404785156,31.36527442932129,11248938.0,LT.NS
2002-08-27,41.31111145019531,41.502220153808594,40.24444580078125,41.266666412353516,31.52484703063965,8647789.0,LT.NS
2002-08-28,40.502220153808594,41.24444580078125,40.502220153808594,41.133331298828125,31.4229793548584,4746235.0,LT.NS
2002-08-29,41.5555534362793,41.77777862548828,41.21333312988281,41.56888961791992,31.755722045898438,5962054.0,LT.NS
2002-08-30,40.77777862548828,41.11111068725586,40.47999954223633,40.813331604003906,31.17852783203125,4825647.0,LT.NS
2002-09-02,41.08888626098633,41.5555534362793,37.133331298828125,40.64444351196289,31.049516677856445,2064600.0,LT.NS
2002-09-03,40.0,40.488887786865234,39.88888931274414,39.991111755371094,30.550418853759766,3253635.0,LT.NS
2002-09-04,39.77777862548828,40.168888092041016,39.33333206176758,40.0,30.557209014892578,2993845.0,LT.NS
2002-09-05,40.022220611572266,40.68888854980469,39.9466667175293,40.44444274902344,30.896718978881836,2468727.0,LT.NS
2002-09-06,40.5555534362793,40.71110916137695,39.9466667175293,40.01333236694336,30.5673885345459,1862496.0,LT.NS
2002-09-09,39.88888931274414,40.21333312988281,39.68000030517578,39.991111755371094,30.550418853759766,921829.0,LT.NS
2002-09-10,39.991111755371094,39.991111755371094,39.991111755371094,39.991111755371094,30.550418853759766,0.0,LT.NS
2002-09-11,40.19111251831055,40.22222137451172,39.9555549621582,40.022220611572266,30.574180603027344,799830.0,LT.NS
2002-09-12,40.0,40.65777587890625,39.9555549621582,40.377777099609375,30.845800399780273,1589184.0,LT.NS
2002-09-13,40.911109924316406,41.71110916137695,40.17777633666992,40.25777816772461,30.754119873046875,2314170.0,LT.NS
2002-09-16,40.44444274902344,40.53333282470703,40.17777633666992,40.23555374145508,30.737136840820312,954940.0,LT.NS
2002-09-17,40.391109466552734,40.622222900390625,40.23555374145508,40.488887786865234,30.930667877197266,767758.0,LT.NS
2002-09-18,40.0,40.844444274902344,40.0,40.4577751159668,30.906902313232422,1567084.0,LT.NS
2002-09-19,40.0,40.59111022949219,40.0,40.377777099609375,30.845800399780273,1522656.0,LT.NS
2002-09-20,40.0,40.57777786254883,40.0,40.43555450439453,30.88994026184082,1161648.0,LT.NS
2002-09-23,40.46666717529297,40.502220153808594,40.31111145019531,40.36888885498047,30.839012145996094,893119.0,LT.NS
2002-09-24,40.20000076293945,40.42222213745117,39.391109466552734,39.733333587646484,30.353485107421875,1465078.0,LT.NS
2002-09-25,39.54666519165039,39.5555534362793,38.733333587646484,38.8577766418457,29.684627532958984,2070009.0,LT.NS
2002-09-26,38.88888931274414,39.33333206176758,38.168888092041016,38.266666412353516,29.23305320739746,2245162.0,LT.NS
2002-09-27,38.44444274902344,38.502220153808594,37.666664123535156,37.75555419921875,28.842599868774414,5235849.0,LT.NS
2002-09-30,37.44444274902344,37.9555549621582,37.12444305419922,37.25777816772461,28.46233367919922,2770704.0,LT.NS
2002-10-01,36.72444534301758,37.377777099609375,36.72444534301758,37.11111068725586,28.35028648376465,956223.0,LT.NS
2002-10-02,37.11111068725586,37.11111068725586,37.11111068725586,37.11111068725586,28.35028648376465,0.0,LT.NS
2002-10-03,37.44444274902344,37.71110916137695,37.155555725097656,37.28888702392578,28.486106872558594,1258051.0,LT.NS
2002-10-04,37.53333282470703,37.622222900390625,37.22222137451172,37.391109466552734,28.564189910888672,951331.0,LT.NS
2002-10-07,37.76888656616211,38.0444450378418,37.400001525878906,37.9022216796875,28.954641342163086,1377747.0,LT.NS
2002-10-08,38.19111251831055,38.19111251831055,37.9022216796875,38.022220611572266,29.04631233215332,2341683.0,LT.NS
2002-10-09,38.21333312988281,38.488887786865234,38.01333236694336,38.23555374145508,29.20929527282715,1962693.0,LT.NS
2002-10-10,38.5555534362793,38.666664123535156,37.8577766418457,38.24444580078125,29.216079711914062,848902.0,LT.NS
2002-10-11,38.76888656616211,38.76888656616211,38.11111068725586,38.24444580078125,29.216079711914062,1389636.0,LT.NS
2002-10-14,39.83555603027344,40.377777099609375,39.61333465576172,40.23555374145508,30.737136840820312,8814321.0,LT.NS
2002-10-15,40.23555374145508,40.23555374145508,40.23555374145508,40.23555374145508,30.737136840820312,0.0,LT.NS
2002-10-16,40.635555267333984,40.635555267333984,40.23555374145508,40.54666519165039,30.97481918334961,2409858.0,LT.NS
2002-10-17,40.53333282470703,42.14666748046875,40.391109466552734,42.022220611572266,32.1020393371582,4899537.0,LT.NS
2002-10-18,42.22222137451172,42.44444274902344,41.0,41.9022216796875,32.01036834716797,3001617.0,LT.NS
2002-10-21,42.0,42.0,41.24444580078125,41.844444274902344,31.966230392456055,1880032.0,LT.NS
2002-10-22,42.77777862548828,42.77777862548828,41.23555374145508,41.31111145019531,31.558794021606445,1635525.0,LT.NS
2002-10-23,41.279998779296875,41.33333206176758,41.03555679321289,41.23555374145508,31.501089096069336,1090525.0,LT.NS
2002-10-24,41.22222137451172,41.44444274902344,41.10222244262695,41.168888092041016,31.45014762878418,1062405.0,LT.NS
2002-10-25,40.666664123535156,41.53333282470703,40.666664123535156,41.24444580078125,31.50786781311035,1884136.0,LT.NS
2002-10-28,41.33333206176758,41.33333206176758,41.11111068725586,41.20000076293945,31.473920822143555,1037448.0,LT.NS
2002-10-29,41.11111068725586,41.77777862548828,40.88888931274414,41.70222091674805,31.857572555541992,1670868.0,LT.NS
2002-10-30,41.64444351196289,41.72444534301758,41.11111068725586,41.635555267333984,31.8066463470459,1123609.0,LT.NS
2002-10-31,41.524444580078125,42.0,41.524444580078125,41.9022216796875,32.01036834716797,3234775.0,LT.NS
2002-11-01,41.666664123535156,42.279998779296875,41.666664123535156,41.97777557373047,32.06808853149414,2127649.0,LT.NS
2002-11-04,42.22222137451172,42.33333206176758,42.0444450378418,42.168888092041016,32.214080810546875,461115.0,LT.NS
2002-11-05,42.22222137451172,43.20000076293945,42.057777404785156,42.924442291259766,32.79127502441406,2325154.0,LT.NS
2002-11-06,42.924442291259766,42.924442291259766,42.924442291259766,42.924442291259766,32.79127502441406,0.0,LT.NS
2002-11-07,43.19111251831055,43.19111251831055,42.23555374145508,42.377777099609375,32.373661041259766,1580611.0,LT.NS
2002-11-08,43.0,43.83555603027344,42.666664123535156,43.43555450439453,33.181724548339844,4796464.0,LT.NS
2002-11-11,43.5555534362793,43.75555419921875,43.133331298828125,43.32444381713867,33.09684371948242,1813365.0,LT.NS
2002-11-12,43.168888092041016,43.266666412353516,42.88888931274414,43.12444305419922,32.944053649902344,1793362.0,LT.NS
2002-11-13,43.266666412353516,43.42222213745117,42.5555534362793,42.733333587646484,32.64527893066406,3112983.0,LT.NS
2002-11-14,42.666664123535156,43.155555725097656,42.61333465576172,42.72444534301758,32.638492584228516,1496961.0,LT.NS
2002-11-15,42.9022216796875,43.10222244262695,42.400001525878906,42.813331604003906,32.706382751464844,1876644.0,LT.NS
2002-11-18,43.0,43.65777587890625,42.022220611572266,42.76888656616211,32.67243194580078,4090977.0,LT.NS
2002-11-19,42.76888656616211,42.76888656616211,42.76888656616211,42.76888656616211,32.67243194580078,0.0,LT.NS
2002-11-20,42.68888854980469,42.991111755371094,41.5555534362793,42.813331604003906,32.706382751464844,3215218.0,LT.NS
2002-11-21,44.33333206176758,45.20000076293945,43.266666412353516,43.33333206176758,33.10363006591797,5462640.0,LT.NS
2002-11-22,43.42222213745117,45.733333587646484,42.844444274902344,45.168888092041016,34.505863189697266,13755784.0,LT.NS
2002-11-25,45.8577766418457,45.97777557373047,44.08000183105469,44.24444580078125,33.799652099609375,11834545.0,LT.NS
2002-11-26,44.22222137451172,44.844444274902344,43.79111099243164,44.266666412353516,33.81663131713867,4445869.0,LT.NS
2002-11-27,44.22222137451172,45.9555549621582,43.79999923706055,44.53333282470703,34.02035140991211,17878828.0,LT.NS
2002-11-28,44.911109924316406,45.733333587646484,44.82222366333008,45.43555450439453,34.7095832824707,7935615.0,LT.NS
2002-11-29,46.24444580078125,46.44444274902344,44.911109924316406,45.57777786254883,34.818233489990234,6705027.0,LT.NS
2002-12-02,47.511112213134766,47.511112213134766,45.14666748046875,45.400001525878906,34.68242263793945,4943533.0,LT.NS
2002-12-03,45.71110916137695,45.71110916137695,44.12444305419922,44.266666412353516,33.81663131713867,2909682.0,LT.NS
2002-12-04,42.88888931274414,44.44444274902344,42.88888931274414,43.511112213134766,33.239444732666016,2827377.0,LT.NS
2002-12-05,43.666664123535156,44.813331604003906,43.61333465576172,43.86666488647461,33.51105880737305,3419167.0,LT.NS
2002-12-06,44.44444274902344,44.77777862548828,43.86666488647461,44.635555267333984,34.098445892333984,2154298.0,LT.NS
2002-12-09,44.8577766418457,45.5555534362793,43.83555603027344,44.24444580078125,33.799652099609375,2670601.0,LT.NS
2002-12-10,44.0,44.44444274902344,43.635555267333984,44.266666412353516,33.81663131713867,1149660.0,LT.NS
2002-12-11,44.44444274902344,44.64444351196289,43.77777862548828,43.924442291259766,33.55520248413086,1602972.0,LT.NS
2002-12-12,44.168888092041016,44.168888092041016,43.70222091674805,43.9555549621582,33.5789680480957,617044.0,LT.NS
2002-12-13,44.0,44.635555267333984,44.0,44.14666748046875,33.72496032714844,2313391.0,LT.NS
2002-12-16,44.666664123535156,44.666664123535156,43.88888931274414,44.08000183105469,33.67403793334961,1658191.0,LT.NS
2002-12-17,44.22222137451172,44.22222137451172,43.413333892822266,43.524444580078125,33.24962615966797,976140.0,LT.NS
2002-12-18,43.79999923706055,45.168888092041016,43.599998474121094,44.42222213745117,33.93547439575195,9846864.0,LT.NS
2002-12-19,44.413333892822266,45.08888626098633,44.413333892822266,44.56888961791992,34.04751968383789,2943229.0,LT.NS
2002-12-20,44.65777587890625,45.0444450378418,44.12444305419922,44.31111145019531,33.850589752197266,2145852.0,LT.NS
2002-12-23,43.68888854980469,44.54666519165039,43.68888854980469,44.155555725097656,33.73176574707031,1300698.0,LT.NS
2002-12-24,44.0,44.666664123535156,44.0,44.47999954223633,33.979610443115234,1627767.0,LT.NS
2002-12-25,44.47999954223633,44.47999954223633,44.47999954223633,44.47999954223633,33.979610443115234,0.0,LT.NS
2002-12-26,44.44444274902344,45.46666717529297,44.25777816772461,44.72444534301758,34.166351318359375,8073936.0,LT.NS
2002-12-27,44.666664123535156,46.11111068725586,44.666664123535156,45.96888732910156,35.11701965332031,6796165.0,LT.NS
2002-12-30,46.44444274902344,47.06666564941406,46.133331298828125,46.82222366333008,35.76890182495117,7411014.0,LT.NS
2002-12-31,47.0,47.5555534362793,46.813331604003906,47.400001525878906,36.21029281616211,4987710.0,LT.NS
2003-01-01,47.488887786865234,47.635555267333984,46.88888931274414,47.0444450378418,35.93867492675781,2485881.0,LT.NS
2003-01-02,47.11111068725586,47.488887786865234,46.68000030517578,46.79111099243164,35.74513244628906,2634268.0,LT.NS
2003-01-03,46.82222366333008,47.11111068725586,45.33333206176758,45.488887786865234,34.75031661987305,3617793.0,LT.NS
2003-01-06,45.635555267333984,45.77777862548828,44.44444274902344,44.65777587890625,34.11540985107422,3239698.0,LT.NS
2003-01-07,45.11111068725586,45.53333282470703,44.635555267333984,45.377777099609375,34.66544723510742,2724322.0,LT.NS
2003-01-08,45.391109466552734,46.622222900390625,45.22222137451172,46.302223205566406,35.37165832519531,6860502.0,LT.NS
2003-01-09,46.22222137451172,46.32444381713867,44.88888931274414,45.97777557373047,35.123802185058594,1652395.0,LT.NS
2003-01-10,45.96888732910156,46.057777404785156,45.14666748046875,45.502220153808594,34.76050567626953,1340140.0,LT.NS
2003-01-13,45.5555534362793,46.31111145019531,45.302223205566406,45.5555534362793,34.801265716552734,2794941.0,LT.NS
2003-01-14,45.24444580078125,45.77777862548828,45.22222137451172,45.68000030517578,34.89632797241211,1326222.0,LT.NS
2003-01-15,46.10222244262695,46.12444305419922,45.4577751159668,45.622222900390625,34.85218811035156,2034202.0,LT.NS
2003-01-16,45.64444351196289,45.813331604003906,44.911109924316406,45.03555679321289,34.40401077270508,2021215.0,LT.NS
2003-01-17,45.17777633666992,45.511112213134766,45.0,45.08888626098633,34.44475555419922,1466334.0,LT.NS
2003-01-20,45.0444450378418,45.22222137451172,43.96888732910156,44.11111068725586,33.69780731201172,1949940.0,LT.NS
2003-01-21,44.22222137451172,44.61333465576172,43.9555549621582,44.11111068725586,33.69780731201172,2044692.0,LT.NS
2003-01-22,44.666664123535156,44.666664123535156,43.413333892822266,43.56888961791992,33.2835807800293,2851780.0,LT.NS
2003-01-23,43.75555419921875,44.21333312988281,43.35555648803711,43.76888656616211,33.436363220214844,1293894.0,LT.NS
2003-01-24,44.0,44.155555725097656,43.022220611572266,43.35555648803711,33.12061309814453,2336238.0,LT.NS
2003-01-27,42.666664123535156,43.5555534362793,41.9022216796875,42.42222213745117,32.40761184692383,1459201.0,LT.NS
2003-01-28,42.666664123535156,43.33333206176758,41.68888854980469,42.35555648803711,32.356685638427734,3410748.0,LT.NS
2003-01-29,42.844444274902344,43.22222137451172,42.08000183105469,42.24444580078125,32.271793365478516,2097279.0,LT.NS
2003-01-30,42.77777862548828,42.86666488647461,41.133331298828125,41.35555648803711,31.59275245666504,4909464.0,LT.NS
2003-01-31,41.413333892822266,41.502220153808594,40.813331604003906,41.22222137451172,31.49088478088379,2251179.0,LT.NS
2003-02-03,41.43555450439453,42.19111251831055,41.43555450439453,42.022220611572266,32.1020393371582,2117115.0,LT.NS
2003-02-04,42.33333206176758,42.635555267333984,41.79111099243164,41.86666488647461,31.98319435119629,1848996.0,LT.NS
2003-02-05,41.11111068725586,42.0444450378418,40.502220153808594,41.68000030517578,31.840606689453125,1650897.0,LT.NS
2003-02-06,41.77777862548828,42.622222900390625,41.68000030517578,42.33333206176758,32.33970642089844,1951960.0,LT.NS
2003-02-07,42.33333206176758,43.5555534362793,42.22222137451172,43.21333312988281,33.011959075927734,3600949.0,LT.NS
2003-02-10,43.33333206176758,43.86666488647461,43.01333236694336,43.44444274902344,33.18851089477539,4595980.0,LT.NS
2003-02-11,43.666664123535156,43.72444534301758,42.68888854980469,42.79111099243164,32.68941116333008,1337350.0,LT.NS
2003-02-12,42.77777862548828,43.33333206176758,42.77777862548828,42.97777557373047,32.83201599121094,1470708.0,LT.NS
2003-02-13,42.97777557373047,42.97777557373047,42.97777557373047,42.97777557373047,32.83201599121094,0.0,LT.NS
2003-02-14,43.28888702392578,43.377777099609375,42.46666717529297,42.5555534362793,32.509464263916016,1537348.0,LT.NS
2003-02-17,42.88888931274414,43.56888961791992,42.88888931274414,43.377777099609375,33.13758850097656,1898784.0,LT.NS
2003-02-18,43.391109466552734,43.53333282470703,42.924442291259766,42.991111755371094,32.842201232910156,1051947.0,LT.NS
2003-02-19,43.133331298828125,43.42222213745117,42.93333435058594,43.0,32.849002838134766,1018705.0,LT.NS
2003-02-20,43.22222137451172,43.32444381713867,42.5555534362793,42.82222366333008,32.71318435668945,1041655.0,LT.NS
2003-02-21,42.79111099243164,43.61333465576172,42.72444534301758,43.133331298828125,32.95084762573242,2821927.0,LT.NS
2003-02-24,43.4577751159668,43.64444351196289,43.11111068725586,43.22222137451172,33.01875686645508,1757416.0,LT.NS
2003-02-25,43.266666412353516,43.266666412353516,42.622222900390625,42.70222091674805,32.62150955200195,1064227.0,LT.NS
2003-02-26,42.88888931274414,45.93333435058594,42.511112213134766,44.36888885498047,33.89473342895508,39399255.0,LT.NS
2003-02-27,44.666664123535156,44.9466667175293,44.10222244262695,44.25777816772461,33.80984115600586,8504604.0,LT.NS
2003-02-28,44.44444274902344,45.599998474121094,44.133331298828125,44.56888961791992,34.04751968383789,9156258.0,LT.NS
2003-03-03,44.72444534301758,44.97777557373047,44.12444305419922,44.302223205566406,33.84379959106445,4243572.0,LT.NS
2003-03-04,43.77777862548828,44.44444274902344,43.511112213134766,43.635555267333984,33.33451461791992,2058300.0,LT.NS
2003-03-05,43.77777862548828,45.44444274902344,43.33333206176758,43.54666519165039,33.266605377197266,14600083.0,LT.NS
2003-03-06,43.76888656616211,43.96888732910156,42.88888931274414,43.0444450378418,32.882957458496094,4689670.0,LT.NS
2003-03-07,42.88888931274414,43.22222137451172,42.47999954223633,42.68888854980469,32.61132049560547,2361438.0,LT.NS
2003-03-10,42.666664123535156,43.11111068725586,41.24444580078125,41.43555450439453,31.65386390686035,3030367.0,LT.NS
2003-03-11,41.266666412353516,42.0,40.924442291259766,41.880001068115234,31.993389129638672,1401250.0,LT.NS
2003-03-12,42.20000076293945,42.279998779296875,41.502220153808594,41.57777786254883,31.76251220703125,1786401.0,LT.NS
2003-03-13,41.733333587646484,41.77777862548828,41.23555374145508,41.377777099609375,31.60973358154297,839718.0,LT.NS
2003-03-14,41.377777099609375,41.377777099609375,41.377777099609375,41.377777099609375,31.60973358154297,0.0,LT.NS
2003-03-17,41.5555534362793,42.46666717529297,41.5555534362793,41.746665954589844,31.891530990600586,1789663.0,LT.NS
2003-03-18,41.746665954589844,41.746665954589844,41.746665954589844,41.746665954589844,31.891530990600586,0.0,LT.NS
2003-03-19,41.77777862548828,42.17777633666992,41.53333282470703,41.65777587890625,31.823631286621094,1286968.0,LT.NS
2003-03-20,41.97777557373047,42.53333282470703,41.59111022949219,42.168888092041016,32.214080810546875,2023074.0,LT.NS
2003-03-21,42.12444305419922,42.53333282470703,42.03555679321289,42.24444580078125,32.271793365478516,1125805.0,LT.NS
2003-03-24,42.33333206176758,42.35555648803711,41.46666717529297,41.56888961791992,31.755722045898438,1051897.0,LT.NS
2003-03-25,41.168888092041016,41.70222091674805,41.168888092041016,41.5555534362793,31.74552345275879,1823440.0,LT.NS
2003-03-26,41.666664123535156,41.83555603027344,41.4577751159668,41.511112213134766,31.71157455444336,1307187.0,LT.NS
2003-03-27,41.599998474121094,41.666664123535156,40.71110916137695,40.86666488647461,31.219266891479492,4035564.0,LT.NS
2003-03-28,40.88888931274414,41.33333206176758,40.733333587646484,41.19111251831055,31.467119216918945,1224351.0,LT.NS
2003-03-31,41.279998779296875,41.33333206176758,40.9022216796875,41.01333236694336,31.331310272216797,662332.0,LT.NS
2003-04-01,41.08000183105469,41.46666717529297,40.488887786865234,41.08888626098633,31.389028549194336,1209982.0,LT.NS
2003-04-02,41.22222137451172,41.44444274902344,41.022220611572266,41.24444580078125,31.50786781311035,494869.0,LT.NS
2003-04-03,41.35555648803711,41.666664123535156,41.14666748046875,41.24444580078125,31.50786781311035,2163375.0,LT.NS
2003-04-04,41.53333282470703,41.53333282470703,41.11111068725586,41.44444274902344,31.660654067993164,1072606.0,LT.NS
2003-04-07,41.77777862548828,42.11111068725586,41.65777587890625,41.93333435058594,32.03414535522461,2307946.0,LT.NS
2003-04-08,42.155555725097656,43.19111251831055,41.68000030517578,42.59111022949219,32.53662109375,4933449.0,LT.NS
2003-04-09,42.61333465576172,42.88888931274414,41.82222366333008,41.93333435058594,32.03414535522461,1742832.0,LT.NS
2003-04-10,42.0,42.302223205566406,41.42222213745117,41.524444580078125,31.721771240234375,1531080.0,LT.NS
2003-04-11,41.9555549621582,42.19111251831055,41.11111068725586,41.377777099609375,31.60973358154297,1607193.0,LT.NS
2003-04-14,41.377777099609375,41.377777099609375,41.377777099609375,41.377777099609375,31.60973358154297,0.0,LT.NS
2003-04-15,42.0,43.25777816772461,41.20000076293945,41.599998474121094,31.779489517211914,620176.0,LT.NS
2003-04-16,42.0,42.0,41.44444274902344,41.61333465576172,31.78968048095703,532687.0,LT.NS
2003-04-17,41.57777786254883,42.08888626098633,41.11111068725586,41.733333587646484,31.88135528564453,1145776.0,LT.NS
2003-04-18,41.733333587646484,41.733333587646484,41.733333587646484,41.733333587646484,31.88135528564453,0.0,LT.NS
2003-04-21,42.17777633666992,42.24444580078125,41.68000030517578,41.79999923706055,31.932283401489258,976099.0,LT.NS
2003-04-22,41.77777862548828,42.168888092041016,41.71110916137695,41.93333435058594,32.03414535522461,1161360.0,LT.NS
2003-04-23,41.77777862548828,42.666664123535156,41.57777786254883,42.43555450439453,32.41779708862305,3396046.0,LT.NS
2003-04-24,42.53333282470703,42.53333282470703,41.77777862548828,42.0444450378418,32.11901092529297,4814077.0,LT.NS
2003-04-25,41.93333435058594,42.42222213745117,41.8577766418457,42.34666442871094,32.349891662597656,2045470.0,LT.NS
2003-04-28,43.23555374145508,43.23555374145508,42.31111145019531,42.47999954223633,32.451744079589844,1005912.0,LT.NS
2003-04-29,42.5555534362793,43.391109466552734,42.5555534362793,43.17777633666992,32.984798431396484,2918439.0,LT.NS
2003-04-30,43.44444274902344,44.666664123535156,43.133331298828125,44.46666717529297,33.969417572021484,7102993.0,LT.NS
2003-05-01,44.46666717529297,44.46666717529297,44.46666717529297,44.46666717529297,33.969417572021484,0.0,LT.NS
2003-05-02,44.44444274902344,45.33333206176758,43.83555603027344,45.19111251831055,34.52284240722656,5366560.0,LT.NS
2003-05-05,45.43555450439453,45.43555450439453,44.266666412353516,44.71110916137695,34.15616226196289,2749401.0,LT.NS
2003-05-06,44.666664123535156,46.11111068725586,44.666664123535156,45.97777557373047,35.123802185058594,6746683.0,LT.NS
2003-05-07,45.5555534362793,46.0,44.83555603027344,45.44444274902344,34.716373443603516,3397909.0,LT.NS
2003-05-08,45.53333282470703,45.53333282470703,44.79111099243164,45.155555725097656,34.495689392089844,1247427.0,LT.NS
2003-05-09,45.33333206176758,45.33333206176758,44.400001525878906,44.4577751159668,33.96262741088867,1963759.0,LT.NS
2003-05-12,44.666664123535156,45.057777404785156,44.502220153808594,44.911109924316406,34.30894088745117,1650532.0,LT.NS
2003-05-13,44.88888931274414,45.31111145019531,44.44444274902344,45.08000183105469,34.43796920776367,1299244.0,LT.NS
2003-05-14,44.9022216796875,45.42222213745117,44.9022216796875,45.23555374145508,34.556793212890625,957487.0,LT.NS
2003-05-15,45.22222137451172,46.0,45.11111068725586,45.666664123535156,34.886138916015625,2448873.0,LT.NS
2003-05-16,45.5555534362793,46.666664123535156,45.5555534362793,46.21333312988281,35.303749084472656,3489142.0,LT.NS
2003-05-19,46.01333236694336,47.57777786254883,46.01333236694336,47.25777816772461,36.10163497924805,6396583.0,LT.NS
2003-05-20,46.88888931274414,47.28888702392578,46.057777404785156,46.4577751159668,35.490482330322266,3148276.0,LT.NS
2003-05-21,46.88888931274414,46.88888931274414,45.64444351196289,45.813331604003906,34.998172760009766,1862833.0,LT.NS
2003-05-22,53.35555648803711,53.35555648803711,45.5555534362793,46.21333312988281,35.303749084472656,1791076.0,LT.NS
2003-05-23,46.155555725097656,46.746665954589844,46.155555725097656,46.57777786254883,35.5821647644043,1373706.0,LT.NS
2003-05-26,46.666664123535156,48.28888702392578,46.53333282470703,48.08000183105469,36.72975540161133,4894362.0,LT.NS
2003-05-27,48.22222137451172,48.82222366333008,45.924442291259766,46.279998779296875,35.354671478271484,7105657.0,LT.NS
2003-05-28,47.746665954589844,47.8577766418457,46.0,47.61333465576172,36.37326431274414,3712023.0,LT.NS
2003-05-29,47.77777862548828,48.86666488647461,47.133331298828125,48.65777587890625,37.1711311340332,5224581.0,LT.NS
